Month Year,Age,Sex,Homicide (Murder),Other Homicide,Attempted Murder,Conspiracy to Murder,Manslaughter (excl. by driving),Manslaughter Unlawful Striking Causing Death,Driving Causing Death,Assault,Grievous Assault,Serious Assault,Serious Assault (Other),Common Assault',Sexual Offences,Rape and Attempted Rape,Other Sexual Offences,Robbery,Armed Robbery,Unarmed Robbery,Other Offences Against the Person,Kidnapping & Abduction etc.,Extortion,Stalking,Life Endangering Acts,Offences Against the Person,
09-Oct,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,633
09-Oct,Juvenile,Female,2,0,0,0,0,0,0,208,2,88,13,105,252,51,201,5,0,5,57,7,0,8,42,524,634
09-Oct,Juvenile,Male,0,0,0,0,0,0,0,261,3,140,10,108,56,6,50,21,4,17,47,4,0,0,43,385,635
09-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636
09-Nov,Adult,Female,0,5,3,0,0,0,2,501,13,243,45,200,150,60,90,27,5,22,96,12,0,39,45,779,637
09-Nov,Adult,Male,2,0,0,0,0,0,0,863,56,391,129,287,9,2,7,44,13,31,75,2,3,8,62,993,638
09-Nov,Adult,Not Stated,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,639
09-Nov,Juvenile,Female,0,1,1,0,0,0,0,218,2,115,11,90,239,49,190,5,1,4,42,6,0,4,32,505,640
09-Nov,Juvenile,Male,1,1,1,0,0,0,0,268,7,132,11,118,73,9,64,24,5,19,48,6,0,3,39,415,641
09-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,642
09-Dec,Adult,Female,1,3,1,0,1,0,1,567,12,276,65,214,125,61,64,28,10,18,87,7,0,36,44,811,643
09-Dec,Adult,Male,5,6,4,0,0,0,2,872,75,374,100,323,10,3,7,68,19,49,68,5,1,11,51,1029,644
09-Dec,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,3,645
09-Dec,Juvenile,Female,0,0,0,0,0,0,0,152,3,66,11,72,177,48,129,4,0,4,60,3,0,9,48,393,646
09-Dec,Juvenile,Male,0,1,1,0,0,0,0,186,5,98,9,74,42,4,38,21,6,15,35,0,1,2,32,285,647
09-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648
10-Jan,Adult,Female,1,2,2,0,0,0,0,546,17,256,52,221,130,59,71,28,2,26,126,16,1,42,67,833,649
10-Jan,Adult,Male,1,6,3,0,2,0,1,971,74,416,112,369,9,0,9,57,15,42,87,1,3,18,65,1131,650
10-Jan,Adult,Not Stated,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,651
10-Jan,Juvenile,Female,0,0,0,0,0,0,0,150,4,87,4,55,188,42,146,5,0,5,48,9,0,11,28,391,652
10-Jan,Juvenile,Male,0,0,0,0,0,0,0,180,7,96,8,69,41,5,36,23,6,17,44,4,0,4,36,288,653
10-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,654
10-Feb,Adult,Female,1,1,1,0,0,0,0,450,16,219,37,178,150,65,85,21,7,14,76,8,0,30,38,699,655
10-Feb,Adult,Male,1,6,2,1,0,0,3,773,56,357,84,276,8,2,6,59,22,37,77,3,1,15,58,924,656
10-Feb,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,657
10-Feb,Juvenile,Female,1,0,0,0,0,0,0,211,1,102,6,102,212,50,162,4,2,2,85,7,0,7,71,513,658
10-Feb,Juvenile,Male,1,0,0,0,0,0,0,246,8,128,10,100,50,13,37,20,7,13,82,4,0,1,77,399,659
10-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,660
10-Mar,Adult,Female,2,2,2,0,0,0,0,481,18,222,52,189,129,49,80,24,6,18,87,13,1,29,44,725,661
10-Mar,Adult,Male,3,3,1,0,0,0,2,772,80,331,96,265,11,4,7,66,13,53,95,3,3,17,72,950,662
10-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663
10-Mar,Juvenile,Female,0,0,0,0,0,0,0,246,2,104,9,131,246,39,207,8,1,7,60,4,1,13,42,560,664
10-Mar,Juvenile,Male,0,1,1,0,0,0,0,252,7,130,14,101,69,7,62,18,1,17,48,2,0,3,43,388,665
10-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,666
10-Apr,Adult,Female,2,0,0,0,0,0,0,446,12,210,42,182,115,49,66,20,7,13,74,11,0,22,41,657,667
10-Apr,Adult,Male,0,2,2,0,0,0,0,756,54,308,84,310,15,3,12,64,22,42,72,8,3,11,50,909,668
10-Apr,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,669
10-Apr,Juvenile,Female,1,1,1,0,0,0,0,165,2,80,4,79,194,33,161,0,0,0,46,4,0,6,36,407,670
10-Apr,Juvenile,Male,0,1,1,0,0,0,0,173,6,88,6,73,50,13,37,18,8,10,48,2,0,3,43,290,671
10-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672
10-May,Adult,Female,3,2,0,1,0,0,1,430,13,211,35,171,109,46,63,29,8,21,84,14,1,31,38,657,673
10-May,Adult,Male,2,4,3,0,0,0,1,701,65,311,64,261,9,2,7,55,24,31,58,6,1,9,42,829,674
10-May,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675
10-May,Juvenile,Female,0,1,0,0,1,0,0,178,1,95,8,74,197,24,173,2,0,2,65,2,0,10,53,443,676
10-May,Juvenile,Male,0,1,0,0,1,0,0,218,4,109,14,91,54,7,47,12,4,8,51,2,0,5,44,336,677
10-May,Juvenile,Not Stated,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,4,678
10-Jun,Adult,Female,1,1,1,0,0,0,0,428,13,184,39,192,79,39,40,20,8,12,79,8,0,28,43,608,679
10-Jun,Adult,Male,0,3,1,0,0,0,2,669,51,301,64,253,11,2,9,75,29,46,72,1,2,10,59,830,680
10-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681
10-Jun,Juvenile,Female,0,2,1,0,1,0,0,181,5,82,9,85,194,34,160,1,0,1,32,3,0,5,24,410,682
10-Jun,Juvenile,Male,0,2,1,0,0,0,1,174,3,86,5,80,37,3,34,24,7,17,21,5,0,0,16,258,683
10-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,684
10-Jul,Adult,Female,2,3,2,0,0,0,1,430,14,207,39,170,147,67,80,17,6,11,93,11,4,42,36,692,685
10-Jul,Adult,Male,2,6,3,0,0,0,3,688,60,310,58,260,11,3,8,69,25,44,61,8,1,10,42,837,686
10-Jul,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,687
10-Jul,Juvenile,Female,0,1,1,0,0,0,0,147,1,75,4,67,190,45,145,7,3,4,45,4,0,9,32,390,688
10-Jul,Juvenile,Male,1,0,0,0,0,0,0,158,4,77,7,70,29,3,26,29,8,21,48,7,1,3,37,265,689
10-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690
10-Aug,Adult,Female,2,0,0,0,0,0,0,470,8,211,53,198,113,44,69,23,8,15,89,13,0,38,38,697,691
10-Aug,Adult,Male,1,2,1,0,0,0,1,702,43,284,85,290,8,2,6,51,14,37,77,4,5,10,58,841,692
10-Aug,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,693
10-Aug,Juvenile,Female,0,0,0,0,0,0,0,202,2,94,3,103,221,51,170,1,0,1,70,6,0,7,57,494,694
10-Aug,Juvenile,Male,0,0,0,0,0,0,0,206,6,102,6,92,67,7,60,18,6,12,46,3,0,1,42,337,695
10-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696
10-Sep,Adult,Female,1,1,0,0,0,0,1,441,10,203,43,185,102,46,56,18,8,10,101,11,0,42,48,664,697
10-Sep,Adult,Male,1,5,4,0,0,0,1,707,51,313,81,262,12,5,7,62,18,44,57,4,4,11,38,844,698
10-Sep,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699
10-Sep,Juvenile,Female,0,0,0,0,0,0,0,161,5,89,5,62,213,38,175,3,1,2,55,10,0,10,35,432,700
10-Sep,Juvenile,Male,0,0,0,0,0,0,0,178,6,89,7,76,60,9,51,15,2,13,59,4,1,4,50,312,701
10-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,3,702
10-Oct,Adult,Female,2,1,1,0,0,0,0,488,14,229,52,193,99,45,54,18,6,12,81,14,0,28,39,689,703
10-Oct,Adult,Male,1,2,0,0,1,0,1,805,46,332,111,316,13,3,10,55,16,39,84,4,3,11,66,960,704
10-Oct,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705
10-Oct,Juvenile,Female,0,1,1,0,0,0,0,188,2,79,7,100,198,48,150,6,0,6,46,8,0,5,33,439,706
10-Oct,Juvenile,Male,1,0,0,0,0,0,0,231,9,111,10,101,75,11,64,26,4,22,47,5,0,3,39,380,707
10-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708
10-Nov,Adult,Female,3,3,2,0,0,0,1,452,11,222,58,161,101,52,49,13,5,8,92,6,2,31,53,664,709
10-Nov,Adult,Male,1,1,1,0,0,0,0,755,58,312,103,282,13,4,9,52,12,40,66,1,0,10,55,888,710
10-Nov,Adult,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,711
10-Nov,Juvenile,Female,0,0,0,0,0,0,0,192,3,99,4,86,228,61,167,6,2,4,53,7,0,10,36,479,712
10-Nov,Juvenile,Male,1,1,1,0,0,0,0,231,7,122,6,96,42,5,37,19,8,11,23,1,1,0,21,317,713
10-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,714
10-Dec,Adult,Female,5,0,0,0,0,0,0,484,8,221,59,196,90,49,41,13,4,9,74,6,0,24,44,666,715
10-Dec,Adult,Male,3,5,3,0,1,0,1,876,62,371,93,350,18,5,13,69,24,45,71,5,4,8,54,1042,716
10-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,717
10-Dec,Juvenile,Female,0,0,0,0,0,0,0,116,2,53,4,57,160,47,113,3,0,3,50,5,0,6,39,329,718
10-Dec,Juvenile,Male,0,0,0,0,0,0,0,144,6,71,5,62,27,5,22,12,3,9,54,5,0,4,45,237,719
10-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720
11-Jan,Adult,Female,1,1,1,0,0,0,0,485,17,216,52,200,99,48,51,29,5,24,76,9,0,31,36,691,721
11-Jan,Adult,Male,2,9,7,0,1,0,1,860,65,362,106,327,20,4,16,62,20,42,71,2,2,14,53,1024,722
11-Jan,Adult,Not Stated,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,723
11-Jan,Juvenile,Female,0,0,0,0,0,0,0,147,3,76,3,65,153,31,122,4,0,4,35,4,0,7,24,339,724
11-Jan,Juvenile,Male,0,0,0,0,0,0,0,140,7,84,6,43,38,6,32,17,3,14,30,2,0,1,27,225,725
11-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726
11-Feb,Adult,Female,0,1,1,0,0,0,0,435,18,209,34,174,92,40,52,22,7,15,96,9,2,39,46,646,727
11-Feb,Adult,Male,3,0,0,0,0,0,0,744,49,340,93,262,7,3,4,45,20,25,60,1,2,14,43,859,728
11-Feb,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,729
11-Feb,Juvenile,Female,0,0,0,0,0,0,0,174,3,90,4,77,172,33,139,4,1,3,55,5,0,7,43,405,730
11-Feb,Juvenile,Male,0,0,0,0,0,0,0,228,7,130,4,87,49,8,41,25,8,17,47,4,0,3,40,349,731
11-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,732
11-Mar,Adult,Female,2,5,4,0,0,0,1,529,16,226,53,234,127,62,65,27,5,22,94,8,1,43,42,784,733
11-Mar,Adult,Male,1,10,7,0,0,0,3,819,51,341,116,311,8,3,5,52,22,30,91,2,2,9,78,981,734
11-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735
11-Mar,Juvenile,Female,0,1,1,0,0,0,0,259,4,116,7,132,210,39,171,3,0,3,67,11,0,4,52,540,736
11-Mar,Juvenile,Male,0,0,0,0,0,0,0,252,7,132,15,98,38,2,36,16,3,13,54,2,0,1,51,360,737
11-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738
11-Apr,Adult,Female,2,2,2,0,0,0,0,474,9,230,42,193,116,50,66,25,7,18,78,7,1,31,39,697,739
11-Apr,Adult,Male,3,4,1,0,0,0,3,720,64,293,89,274,11,4,7,58,25,33,68,3,0,5,60,864,740
11-Apr,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,741
11-Apr,Juvenile,Female,0,1,0,0,0,0,1,184,0,95,4,85,168,35,133,3,1,2,61,5,0,7,49,417,742
11-Apr,Juvenile,Male,1,1,0,0,0,0,1,174,5,86,10,73,46,6,40,15,5,10,41,2,0,0,39,278,743
11-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,744
11-May,Adult,Female,1,0,0,0,0,0,0,437,13,201,60,163,91,35,56,26,7,19,75,16,1,28,30,630,745
11-May,Adult,Male,4,1,0,0,0,0,1,772,51,326,108,287,7,0,7,68,29,39,67,9,1,15,42,919,746
11-May,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,747
11-May,Juvenile,Female,1,0,0,0,0,0,0,176,0,88,5,83,186,48,138,0,0,0,51,6,0,8,37,414,748
11-May,Juvenile,Male,0,0,0,0,0,0,0,189,4,92,8,85,46,6,40,15,4,11,36,4,0,3,29,286,749
11-May,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,750
11-Jun,Adult,Female,4,0,0,0,0,0,0,438,12,213,48,165,95,33,62,24,5,19,83,8,2,26,47,644,751
11-Jun,Adult,Male,0,6,2,0,1,0,3,717,56,303,105,253,18,5,13,56,24,32,61,3,1,8,49,858,752
11-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753
11-Jun,Juvenile,Female,0,0,0,0,0,0,0,155,4,70,8,73,164,44,120,6,0,6,36,6,0,0,30,361,754
11-Jun,Juvenile,Male,1,0,0,0,0,0,0,204,8,93,11,92,45,8,37,10,0,10,35,1,0,0,34,295,755
11-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,756
11-Jul,Adult,Female,1,1,0,0,0,0,1,447,10,201,48,188,98,63,35,25,11,14,73,20,2,26,25,645,757
11-Jul,Adult,Male,4,3,2,0,1,0,0,797,58,332,107,300,12,4,8,46,16,30,61,2,3,14,42,923,758
11-Jul,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,759
11-Jul,Juvenile,Female,0,0,0,0,0,0,0,174,3,82,7,82,168,36,132,9,5,4,31,9,0,5,17,382,760
11-Jul,Juvenile,Male,0,1,0,0,0,0,1,185,7,96,13,69,42,9,33,8,2,6,39,2,0,0,37,275,761
11-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,762
11-Aug,Adult,Female,0,3,2,0,0,0,1,495,13,226,56,200,94,45,49,18,4,14,94,11,1,38,44,704,763
11-Aug,Adult,Male,0,6,5,0,0,0,1,745,52,308,116,269,5,2,3,47,21,26,72,7,1,9,55,875,764
11-Aug,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,765
11-Aug,Juvenile,Female,0,2,0,0,0,0,2,195,1,99,14,81,225,47,178,4,0,4,51,5,0,6,40,477,766
11-Aug,Juvenile,Male,0,0,0,0,0,0,0,219,4,113,5,97,57,7,50,18,8,10,51,4,0,1,46,345,767
11-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,2,1,0,0,1,5,768
11-Sep,Adult,Female,0,3,1,0,0,0,2,479,13,238,56,172,99,42,57,21,4,17,79,9,1,29,40,681,769
11-Sep,Adult,Male,2,3,2,0,0,0,1,824,57,348,125,294,14,2,12,65,27,38,81,5,2,8,66,989,770
11-Sep,Adult,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,771
11-Sep,Juvenile,Female,1,0,0,0,0,0,0,161,1,62,11,87,189,36,153,2,1,1,39,6,0,7,26,392,772
11-Sep,Juvenile,Male,0,2,0,0,0,0,2,166,5,74,8,79,36,3,33,15,2,13,52,2,0,0,50,271,773
11-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,774
11-Oct,Adult,Female,2,1,1,0,0,0,0,516,19,249,54,194,95,42,53,34,17,17,90,9,0,26,55,738,775
11-Oct,Adult,Male,2,6,1,1,1,0,3,838,56,376,140,266,19,5,14,51,26,25,94,9,2,11,72,1010,776
11-Oct,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777
11-Oct,Juvenile,Female,0,0,0,0,0,0,0,207,4,105,11,87,200,41,159,2,0,2,43,4,0,3,36,452,778
11-Oct,Juvenile,Male,0,0,0,0,0,0,0,210,3,120,13,74,34,8,26,11,5,6,43,2,0,1,40,298,779
11-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780
11-Nov,Adult,Female,1,1,1,0,0,0,0,580,16,282,77,205,135,60,75,22,4,18,82,6,1,28,47,821,781
11-Nov,Adult,Male,0,4,3,0,0,0,1,816,46,360,134,276,15,1,14,40,15,25,70,4,1,10,55,945,782
11-Nov,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,783
11-Nov,Juvenile,Female,1,2,0,0,1,0,1,215,1,104,7,103,248,53,195,4,2,2,67,12,0,1,54,537,784
11-Nov,Juvenile,Male,1,1,0,0,0,0,1,241,4,129,15,93,42,5,37,16,1,15,55,4,1,0,50,356,785
11-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,786
11-Dec,Adult,Female,0,0,0,0,0,0,0,537,17,254,71,195,105,50,55,14,4,10,105,11,3,43,48,761,787
11-Dec,Adult,Male,3,4,2,0,1,0,1,914,59,416,145,294,5,0,5,57,20,37,84,1,2,15,66,1067,788
11-Dec,Adult,Not Stated,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,4,789
11-Dec,Juvenile,Female,0,0,0,0,0,0,0,133,0,75,4,54,164,25,139,4,1,3,37,3,0,4,30,338,790
11-Dec,Juvenile,Male,0,0,0,0,0,0,0,167,3,78,15,71,36,11,25,28,12,16,47,4,0,1,42,278,791
11-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792
12-Jan,Adult,Female,2,2,1,0,0,0,1,580,22,277,55,226,113,57,56,20,6,14,89,10,1,31,47,806,793
12-Jan,Adult,Male,5,4,1,0,0,0,3,890,69,347,120,354,9,0,9,67,28,39,80,4,2,9,65,1055,794
12-Jan,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795
12-Jan,Juvenile,Female,1,0,0,0,0,0,0,130,3,57,8,62,181,52,129,4,0,4,38,6,1,3,28,354,796
12-Jan,Juvenile,Male,0,1,0,0,0,0,1,144,6,75,10,53,36,5,31,17,7,10,43,1,0,1,41,241,797
12-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,798
12-Feb,Adult,Female,0,2,2,0,0,0,0,482,8,227,56,191,117,59,58,25,7,18,88,9,0,36,43,714,799
12-Feb,Adult,Male,1,6,4,0,1,0,1,772,53,319,111,289,15,2,13,62,30,32,69,6,1,14,48,925,800
12-Feb,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,801
12-Feb,Juvenile,Female,0,0,0,0,0,0,0,195,2,92,10,91,215,37,178,6,1,5,66,2,0,11,53,482,802
12-Feb,Juvenile,Male,1,0,0,0,0,0,0,202,3,97,10,92,50,7,43,12,7,5,56,2,0,3,51,321,803
12-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,804
12-Mar,Adult,Female,0,1,1,0,0,0,0,559,16,247,75,221,107,50,57,23,8,15,73,7,0,26,40,763,805
12-Mar,Adult,Male,0,3,1,0,1,0,1,804,48,303,135,318,10,4,6,64,35,29,78,5,5,6,62,959,806
12-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,807
12-Mar,Juvenile,Female,0,1,1,0,0,0,0,196,1,95,5,95,190,27,163,4,1,3,48,10,0,6,32,439,808
12-Mar,Juvenile,Male,0,0,0,0,0,0,0,211,6,109,11,85,50,5,45,15,5,10,31,5,0,1,25,307,809
12-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
12-Apr,Adult,Female,1,0,0,0,0,0,0,494,12,216,52,214,102,42,60,36,13,23,64,9,0,30,25,697,811
12-Apr,Adult,Male,6,8,6,0,0,0,2,755,45,339,101,270,10,2,8,65,27,38,76,6,3,8,59,920,812
12-Apr,Adult,Not Stated,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,813
12-Apr,Juvenile,Female,0,0,0,0,0,0,0,138,1,58,7,72,151,30,121,2,0,2,28,3,0,0,25,319,814
12-Apr,Juvenile,Male,0,0,0,0,0,0,0,179,5,90,6,78,29,7,22,14,1,13,43,6,0,0,37,265,815
12-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816
12-May,Adult,Female,2,0,0,0,0,0,0,455,11,217,41,186,114,40,74,30,16,14,79,9,2,38,30,680,817
12-May,Adult,Male,2,2,2,0,0,0,0,748,61,293,120,274,25,6,19,64,25,39,67,5,2,11,49,908,818
12-May,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,819
12-May,Juvenile,Female,1,1,1,0,0,0,0,140,1,76,8,55,158,31,127,1,0,1,54,3,0,6,45,355,820
12-May,Juvenile,Male,0,1,1,0,0,0,0,191,7,83,11,90,42,3,39,10,7,3,52,2,0,0,50,296,821
12-May,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,822
12-Jun,Adult,Female,1,2,1,0,0,0,1,424,10,176,60,178,102,43,59,25,13,12,80,9,1,29,41,634,823
12-Jun,Adult,Male,1,3,2,0,0,0,1,750,61,299,119,271,10,2,8,63,31,32,70,5,0,13,52,897,824
12-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825
12-Jun,Juvenile,Female,0,0,0,0,0,0,0,135,4,56,5,70,167,46,121,5,3,2,44,4,0,4,36,351,826
12-Jun,Juvenile,Male,1,0,0,0,0,0,0,124,4,53,7,60,32,2,30,16,4,12,48,5,0,1,42,221,827
12-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,828
12-Jul,Adult,Female,3,1,0,0,0,0,1,496,13,219,66,198,122,52,70,24,5,19,97,12,0,39,46,743,829
12-Jul,Adult,Male,2,4,3,0,0,0,1,739,55,314,103,267,15,9,6,41,12,29,72,5,1,11,55,873,830
12-Jul,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,831
12-Jul,Juvenile,Female,0,0,0,0,0,0,0,156,2,76,8,70,158,31,127,3,1,2,33,1,0,2,30,350,832
12-Jul,Juvenile,Male,0,0,0,0,0,0,0,156,3,67,8,78,40,5,35,15,8,7,29,8,0,2,19,240,833
12-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,834
12-Aug,Adult,Female,1,3,2,0,0,0,1,494,9,222,59,204,113,41,72,15,8,7,92,7,1,39,45,718,835
12-Aug,Adult,Male,2,4,2,0,0,0,2,777,44,302,135,296,11,1,10,55,23,32,95,9,4,17,65,944,836
12-Aug,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,837
12-Aug,Juvenile,Female,0,1,0,0,0,0,1,173,2,79,5,87,187,37,150,2,1,1,59,7,1,3,48,422,838
12-Aug,Juvenile,Male,1,1,0,0,0,0,1,161,2,88,11,60,55,9,46,19,4,15,34,4,0,3,27,271,839
12-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,840
12-Sep,Adult,Female,3,2,1,0,0,0,1,513,14,258,62,179,105,43,62,23,7,16,72,4,2,31,35,718,841
12-Sep,Adult,Male,2,2,0,0,0,0,2,804,53,344,141,266,61,2,59,59,16,43,81,2,2,4,73,1009,842
12-Sep,Adult,Not Stated,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,843
12-Sep,Juvenile,Female,1,2,2,0,0,0,0,155,0,75,7,73,215,38,177,6,3,3,35,6,0,4,25,414,844
